name,company,place,salary,post_time
Python高级开发工程师,上海筑思智能科技有限公司,上海-浦东新区,1-1.5万/月,09-11
Python web开发工程师,上海晏鼠计算机技术股份有限公司,上海-杨浦区,0.8-1万/月,09-11
python实习生,长沙孚中数据科技有限公司,长沙-岳麓区,4.5-6千/月,09-10
Python开发工程师,吉林省迈柏志诚科技有限公司,长春-朝阳区,10-15万/年,09-10
Python开发工程师,吉林省天云数据科技有限公司,长春,4.5-6千/月,09-10
Python开发工程师,江苏云厨一站新零售有限公司,南京-江宁区,1-1.5万/月,09-10
高级Python开发工程师,好买财富管理股份有限公司,上海,1.8-2.5万/月,09-10
Python高级开发工程师,深圳市拓然明科技有限公司,深圳-南山区,1.5-2.5万/月,09-09
Python开发工程师+双休,武汉萌出网络技术有限公司,武汉-洪山区,4.5-6千/月,09-08
python讲师/培训师+高薪+六险一金,西安云间信息科技有限公司,西安,1-1.5万/月,09-07
Python高级开发工程师,北京微云智联科技有限公司,北京-海淀区,1.5-2万/月,09-07
Python开发实习生（双休+五险）,青岛东邻虎网络科技有限公司,青岛,3-4.5千/月,09-07
Python开发工程师,京北方信息技术股份有限公司,北京,0.9-1.2万/月,09-07
Python开发工程师-苏州智慧,中科九度（北京）空间信息技术有限...,异地招聘,1.5-2.5万/月,09-07
SU-Python开发（机器人事业部）,CVTE,广州,1.5-2万/月,09-06
Senior Software Developer-Spark Python SQL,美库尔商务信息咨询有限公司,南京-浦口区,1-1.5万/月,09-06
Python运维工程师,明码（上海）生物科技有限公司,上海-浦东新区,1.5-3万/月,09-06
Web开发工程师（Python）,怡安翰威特咨询（上海）有限公司,上海,1.5-2.5万/月,09-06
Python高级,上海像我信息科技有限公司,上海-浦东新区,1.5-2万/月,09-06
Python开发工程师,昆明步卓科技有限公司,昆明-五华区,0.6-1万/月,09-06
python 后台开发,广州博育信息科技有限公司,广州-番禺区,0.8-1万/月,09-06
Python开发工程师,重庆诺睿信息科技有限公司,重庆-渝北区,0.5-1万/月,09-06
Python开发工程师（XT1xhy）,北京东方国信科技股份有限公司,北京,1.5-2万/月,09-05
Python开发工程师,中兴软创科技股份有限公司,南京-江宁区,1-2万/月,09-05
Python高级工程师,深圳市衍盛资产管理有限公司,深圳-南山区,2-4万/月,09-05
Python后端开发工程师,上海掘东信息技术有限公司,上海-徐汇区,1.5-3万/月,09-05
python讲师,北京千锋互联科技有限公司广州分公司,广州-天河区,2-3万/月,09-05
Python 工程师,成都大数据产业技术研究院有限公司,成都-高新区,0.8-1.5万/月,09-05
Python开发工程师,上海梦创双杨数据科技股份有限公司,上海-静安区,0.8-1万/月,09-04
Python 开发工程师,乐鑫信息科技（上海）有限公司,上海,,09-04
后台开发（C++及Python）,九康科技（深圳）有限公司,深圳-南山区,0.9-1.8万/月,09-04
Python开发工程师,哈工大机器人集团合肥有限公司,合肥-经开区,0.6-1.1万/月,09-04
Python工程师（安徽征信）,浙江网新恒天软件有限公司,合肥-包河区,0.7-1.3万/月,09-04
Python开发工程师,成都延信科技有限公司,长沙-岳麓区,1-2.5万/月,09-04
Python高级开发工程师,成都源代码教育咨询有限公司,成都-高新区,1.5-2.5万/月,09-04
初级Python后端工程师,上海浦东软件园信息技术股份有限公司,上海-浦东新区,0.5-1万/月,09-04
Python开发工程师,苏州橘子网络科技股份有限公司,苏州,1.5-2万/月,09-03
Python开发工程师,达达-京东到家,上海-浦东新区,1.5-2.5万/月,09-03
中级python工程师,原石教育科技（成都）有限公司,武汉-洪山区,0.9-1.5万/月,09-03
Python开发工程师（成都）,中关村空间信息产业技术联盟,成都,,09-03
Python开发工程师,融信在线（北京）教育科技有限公司,北京-丰台区,0.8-2万/月,09-03
Python游戏服务端开发工程师,深圳市三创达实业有限公司,深圳-宝安区,1-2万/月,09-03
Python数据工程师,四川智信九鼎科学技术评估有限公司,成都-高新区,5-8千/月,09-03
python数据挖掘工程师,厦门艾帝尔斯进出口有限公司,厦门,4-8千/月,09-03
Python后台开发工程师,深圳市达深信息科技有限公司,深圳-南山区,0.8-1.5万/月,09-03
Python 产品设计师,北京乐可威信息技术有限公司,北京-海淀区,1.5-2万/月,09-03
python讲师/助教,成都市金牛区人力资源市场（发布）,成都,0.4-1万/月,09-02
Python开发工程师,星云海数字科技股份有限公司,武汉,0.8-1.2万/月,09-01
Python开发工程师,上海量加网络科技有限公司,上海-长宁区,1.2-2.1万/月,08-31
数据专员（python）,上海太平洋房屋服务有限公司,上海-徐汇区,0.5-1万/月,08-31
数据分析师+Python（五险一金+内训提升）,河南零幺信息科技有限公司,郑州-金水区,0.8-1万/月,08-31
Python高级开发工程师,上海届远信息技术有限公司,上海-宝山区,12-18万/年,08-31
python爬虫工程师,贵州开拓未来计算机技术有限公司,贵阳,4-6千/月,08-31
软件工程师Python方向,成都南天佳信信息工程有限公司,成都,3-8千/月,08-31
Python开发学徒（可实习可带）+3600起薪,北京欣如信科技有限公司,哈尔滨-松北区,4.5-6千/月,08-31
python开发,中软国际科技服务有限公司,西安-雁塔区,0.8-1.5万/月,08-31
Python开发工程师,安拓国际人力资源（广州）有限公司,异地招聘,2-3万/月,08-31
python讲师,黑龙江中软国际信息技术有限公司,哈尔滨-南岗区,0.8-1万/月,08-31
Python高级开发工程师,上海海伴商务咨询有限公司,上海,2-4万/月,08-31
Python运营研发工程师,北京金山安全管理系统技术有限公司,广州-天河区,1-1.5万/月,08-30
Python 研发工程师,深圳奇屏科技有限公司,深圳-福田区,0.8-1.5万/月,08-30
Python开发工程师,北京招通致晟科技有限公司,北京,1-1.5万/月,08-30
Python开发工程师,上海爱数信息技术股份有限公司,上海,,08-30
c++/java/golang/python服务端转erlang,广州轩意网络科技有限公司,广州-天河区,1-2.3万/月,08-30
Python开发工程师,深圳市斯凯荣科技有限公司,深圳-南山区,1-1.5万/月,08-30
Python开发工程师,上海崇杏健康管理咨询有限公司,上海,1-1.5万/月,08-30
python开发工程师,浙江智普信用评估有限公司,杭州-余杭区,0.7-1.4万/月,08-30
Python开发工程师,江苏天益网络信息有限公司,无锡-惠山区,6-8千/月,08-30
Python web开发培训生,大连激发软件科技有限公司,大连,6-8千/月,08-30
Python爬虫开发工程师,广东揭商控股集团有限公司,广州-天河区,0.8-1.2万/月,08-30
Python/Ruby软件开发工程师,青岛迈科思软件有限责任公司,青岛,3-4.5千/月,08-30
Python软件开发工程师,平安健康保险股份有限公司,上海,,08-22
软件开发-Python方向（深圳）（金蝶天燕）,金蝶软件（中国）有限公司,深圳,,08-24
Software Technical Consulting Engineer,英特尔亚太研发有限公司,上海,,10-30
Sr. Data Specialist /Data Scientist-Blockchain-Shanghai,德勤华永会计师事务所（特殊普通合...,上海,,10-30
IDC研发事业部-基础架构技术方案架构师,阿里巴巴集团,杭州,,10-30
自动化运维工程师,美的集团,佛山-顺德区,1.5-2.5万/月,10-30
感知算法工程师（点云数据方向）,深圳市大疆创新科技有限公司,深圳-南山区,2.5-3.5万/月,10-30
数据分析师,中国平安财产保险股份有限公司吉林...,长春,4-6千/月,10-30
网络安全运维工程师（绿盟代招）,上海顺络信息技术有限公司,上海-黄浦区,4-8千/月,10-30
BI产品研发工程师,上海德拓信息技术股份有限公司,南京-雨花台区,0.8-1.8万/月,10-30
爬虫开发工程师,北京超流海宏科技有限公司,北京-丰台区,1.5-2.5万/月,10-30
运维工程师,电子渠道运营中心,北京,,10-30
云运维工程师（上海）,天翼电子商务有限公司,上海,,10-30
深度学习工程师,成都市晓易互动科技有限公司,成都-高新区,1.2-2.5万/月,10-30
系统架构师,上海新柏石智能科技股份有限公司,上海-普陀区,3.5-5万/月,10-30
数据中心及Oracle管理员,上海博协软件有限公司,上海-普陀区,1-1.5万/月,10-30
大数据运维工程师,上海普坤信息科技有限公司,上海-浦东新区,1.5-3万/月,10-30
项目专员（智能化） 广信信息运营事业部,中国通信服务股份有限公司,广州,,10-30
数据分析主管,诺心食品（上海）有限公司,上海-松江区,0.8-1万/月,10-30
测试工程师,杭州高达软件系统股份有限公司,杭州-西湖区,0.6-1.2万/月,10-30
视频系统维护(区视频运营部),中国电信新疆公司,乌鲁木齐,,10-30
数据挖掘工程师-数据中心（北京）,中国电信集团公司总部,北京,,10-30
软件开发工程师（武汉）,中国电信湖北公司,武汉,,10-30
Oracle DBA,北京北方科诚信息技术股份有限公司,北京-东城区,1-1.5万/月,10-30
技术网络类,北京研究院,北京,,10-30
技术类-数据开发,综合平台开发运营中心,广州,,10-30
软件工程师,上海储融检测技术股份有限公司,上海-嘉定区,0.8-1.5万/月,10-30
大数据开发运营,中国电信上海公司,上海,,10-30
大数据模型工程师,号百信息服务有限公司,上海,,10-30
Java开发工程师,上海栗德机电工程技术有限公司,珠海-香洲区,1.3-2.6万/月,10-30
高级算法工程师,汇纳科技股份有限公司,广州,2.5-4万/月,10-30
PHP高级开发工程师,荣耀电竞（广州）网络科技有限公司...,厦门,1.5-2万/月,10-30
0006人工智能应用研发工程师,上海研究院,上海,,10-30
研发助理,杭州数理大数据技术有限公司,杭州-西湖区,0.7-1万/月,10-30
Web前端开发工程师,北京腾信软创科技股份有限公司,北京-海淀区,1-1.5万/月,10-30
高级SQL DBA,上海钦文信息科技有限公司,上海-浦东新区,1-2万/月,10-30
美术/设计转行UI/UE设计师,沈阳东软软件人才培训中心,沈阳-浑南区,4-6千/月,10-30
高级Java工程师,广州亿仟科技有限公司,广州-番禺区,2-3万/月,10-30
软件测试工程师,厦门点滴汇信息科技有限公司,厦门,6-8千/月,10-30
广州分部--运营数据分析员,上海网达软件股份有限公司,广州-天河区,6-8千/月,10-30
高级算法工程师(J11563),深圳依时货拉拉科技有限公司,深圳-福田区,3-5万/月,10-30
数据库软件工程师,长兴太湖能谷科技有限公司,南京-雨花台区,0.5-1万/月,10-30
AI工程师,四创科技有限公司,福州,0.8-1.5万/月,10-30
高级固件/嵌入式软件工程师,宁波德葳智能科技有限公司,宁波-奉化区,22-30万/年,10-30
PHP开发工程师（网站）,杭州同花顺数据开发有限公司,杭州-余杭区,1-1.5万/月,10-30
PHP后端开发工程师,北京白莲池科技有限公司,上海-普陀区,0.9-1.5万/月,10-30
C/C++高级开发工程师,深圳市茁壮网络股份有限公司,深圳-罗湖区,1.2-2.5万/月,10-30
机器人软件工程师,卢博智能科技（上海）有限公司,上海,0.7-1万/月,10-30
网络安全工程师,沛顿科技（深圳）有限公司,深圳-福田区,6-7.9千/月,10-30
数字图像处理算法工程师,湖南睿图智能科技有限公司,长沙-岳麓区,8-20万/年,10-30
生物信息工程师,杭州杰毅麦特医疗器械有限公司,杭州-西湖区,0.8-1万/月,10-30
BI数据分析师,荷贝（宁波）国际贸易有限公司,异地招聘,1-2万/月,10-30
售前/售后技术支持工程师,上海师悦信息科技有限公司,上海,4.5-6千/月,10-30
信息软件工程师,广东腾飞基因科技股份有限公司,中山,4-6千/月,10-30
测试工程师,杭州夏诺科技有限公司,杭州-余杭区,1-1.5万/月,10-30
测试工程师,浙江胜百信息科技有限公司,杭州,4-8千/月,10-30
区块链架构师,深圳市小草互联网金融服务有限公司,深圳-南山区,2-5万/月,10-30
A股程序化交易工程师,上海千波资产管理有限公司,上海-徐汇区,1.5-5万/月,10-30
GFS Quant Developer,瑞银企业管理（中国）有限公司,上海-浦东新区,,10-30
Lead AI Architect,霍尼韦尔（中国）有限公司,上海-浦东新区,1.5-2.5万/月,10-30
数据流通服务部_数据工程师,百度在线网络技术（北京）有限公司,北京-海淀区,2-4万/月,10-30
资深/高级NLP工程师,花旗金融信息服务（中国）有限公司...,上海-浦东新区,,10-30
大数据平台开发,华为技术有限公司,异地招聘,2.5-3万/月,10-30
2018信息-大数据开发工程师,中国东方航空股份有限公司,上海-闵行区,1.5-2万/月,10-30
PHP软件开发工程师,Transcosmos,上海-静安区,1-1.5万/月,10-30
自然语言处理,北京益普索市场咨询有限公司,上海,3-4万/月,10-30
视觉算法工程师,湖南三一泵送机械有限公司,北京-昌平区,3-6万/月,10-30
系统测试工程师,普联技术有限公司（TP-LINK),杭州-滨江区,12-22万/年,10-30
RTC-高级系统运维工程师,上海精学锐信息科技有限公司,上海-普陀区,1.5-1.8万/月,10-30
数据分析,上海合合信息科技发展有限公司,上海-静安区,1-2万/月,10-30
Web前端开发工程师(企业网/行业应用场景),瑞斯康达科技发展股份有限公司,北京,1-1.5万/月,10-30
Golang工程师,福建联迪商用设备有限公司,福州,1.5-2万/月,10-30
数据分析师,东软集团股份有限公司,沈阳-浑南区,0.8-1.5万/月,10-30
资深语义算法工程师,上海问之信息科技有限公司,上海-长宁区,2-4万/月,10-30
PHP高级开发工程师,武汉合盛世纪科技有限公司,武汉,0.8-1.6万/月,10-30
系统维护工程师,深圳市恒朋科技开发有限公司,上海-徐汇区,0.6-1万/月,10-30
前端开发工程师（vue方向）(J10259),亚联集团,北京-大兴区,1.3-1.6万/月,10-30
人工智能算法工程师,深圳中科图灵科技有限公司,深圳-南山区,1.5-4万/月,10-30
Java后台（技术主管）,杭州常盛网络科技有限公司,杭州-滨江区,2-2.5万/月,10-30
软件实施工程师（JS/AS/APP）,商助科技（北京）有限公司,北京-海淀区,,10-30
小程序测试,上海撞星科技有限公司,上海-静安区,1-1.5万/月,10-30
数据分析,深圳市嘉卉互联科技有限公司,深圳,5-6千/月,10-30
视觉算法工程师,苏州晟成光伏设备有限公司,苏州-高新区,0.8-2.5万/月,10-30
芯片验证测试工程师,苏州威发半导体有限公司,苏州,1-1.5万/月,10-30
大数据开发工程师,传易互联（深圳）有限公司,深圳-南山区,1.5-2.5万/月,10-30
运维工程师,卓越教育集团,广州-天河区,1-1.5万/月,10-30
运维工程师,天津希端智数科技中心（有限合伙）,成都-高新区,0.6-1万/月,10-30
cocos2dx客户端,广州众玩网络有限公司,广州-天河区,1-2万/月,10-30
网站开发项目经理,上海云顿科技有限公司,上海-长宁区,1.5-3万/月,10-30
系统运维工程师,上海韦晴软件科技有限公司,上海-浦东新区,5-8千/月,10-30
自动化测试工程师,上海肇观电子科技有限公司,上海-浦东新区,10-20万/年,10-30
C/C++软件开发-GIS方向（硕士应届）,北京佳明航电科技有限公司,北京-朝阳区,1-1.5万/月,10-30
数据支撑,南京悦才信息科技有限公司,南京-建邺区,0.5-1万/月,10-30
软件测试工程师,上海传墨信息科技有限公司,上海-浦东新区,0.8-1.5万/月,10-30
云端开发工程师,全球播科技（北京）有限公司,北京-海淀区,0.6-1万/月,10-30
后端开发工程师（Node.js),武汉掌中宝网络科技有限公司,武汉-武昌区,1.5-2.5万/月,10-30
数据挖掘工程师,北京卓信智恒数据科技股份有限公司,武汉-洪山区,0.9-1.2万/月,10-30
软件开发工程师（工业应用方向）,南京未来网络产业创新有限公司,南京-江宁区,1.5-2.5万/月,10-30
数据挖掘工程师,北京卓信智恒数据科技股份有限公司,北京-石景山区,1-2万/月,10-30
高级嵌入式软件工程师,杭州凯珥医疗科技有限公司,杭州-江干区,1.5-2.5万/月,10-30
C++软件工程师,深圳市乐易网络股份有限公司,深圳-南山区,10-20万/年,10-30
自动化测试架构师,中科创达软件股份有限公司,沈阳-浑南区,6-8千/月,10-30
高级系统工程师,云网安信（北京）科技有限公司,北京-朝阳区,1-1.5万/月,10-30
测试工程师,湖北会基网络科技有限公司,武汉-江夏区,4-7千/月,10-30
数据主管,北京元海慧诚金融服务外包有限公司,北京-昌平区,1-1.7万/月,10-30
项目经理,南京论之语网络技术有限公司,南京-雨花台区,0.7-1.5万/月,10-30
测试工程师,深圳众享互联科技有限公司,深圳-南山区,1-2万/月,10-30
测试总监,北京用友政务软件股份有限公司,北京-海淀区,20-35万/年,10-30
大数据开发工程师,上海电气风电集团有限公司,上海-徐汇区,18-30万/年,10-30
量化分析实习生v2,上海卡方信息科技有限公司,上海-黄浦区,150元/天,10-30
性能测试工程师,杭州蒲公英数据科技有限公司,杭州-江干区,1.5-2万/月,10-30
数据架构师,上海北溟数据科技有限公司,上海-浦东新区,2-4万/月,10-30
嵌入式软件开发工程师,上海威固信息技术股份有限公司,上海-青浦区,1.2-1.8万/月,10-30
PHP开发师（周末双休+五险一金）,武汉乐享创梦科技有限公司,武汉-洪山区,0.6-1.2万/月,10-30
前端开发工程师,上海孚迅机器人有限公司,上海-徐汇区,0.7-1.2万/月,10-30
量化研究员,北京信复创值投资管理有限公司,北京-西城区,15-25万/年,10-30
计算机软件开发,北京世纪合辉医药科技股份有限公司,北京-丰台区,0.8-1万/月,10-30
数据组长,北京安德医智科技有限公司,北京-丰台区,3-4万/月,10-30
承德大数据工程师,北京中科特瑞科技有限公司,承德,0.8-1.2万/月,10-30
数据库工程师DBA,江苏索派系统集成有限公司,南京-建邺区,0.8-1万/月,10-30
多媒体硬件开发工程师,深圳市奥本视觉科技有限公司,深圳-南山区,0.6-1.2万/月,10-30
资深PHP开发工程师,苏州乐贝网络科技有限公司上海分公司,上海-长宁区,2-4万/月,10-30
计算机视觉算法工程师,银赁中国,北京-朝阳区,2-2.5万/月,10-30
中级/高级 JAVA developer,珠海市横琴博贤智能科技有限公司,珠海,1.5-2万/月,10-30
技术总监,广州富融信息技术有限公司,广州-天河区,20-30万/年,10-30
功能测试工程师,深圳市橙社网络技术有限公司,深圳-南山区,0.8-1万/月,10-30
数据分析师,广东集成数据有限公司,异地招聘,5-8千/月,10-30
算法研究员,北京清软创新科技股份有限公司,北京,1.5-2万/月,10-30
数据分析师,太平洋网络,广州,1.5-2万/月,10-30
数据分析师(10x),晶能生物技术（上海）有限公司,上海,1-1.5万/月,10-30
网络运维工程师,武汉市新维豪网络科技有限公司,武汉,1-1.5万/月,10-30
高级JAVA开发工程师,浙江复基控股集团有限公司,杭州,2-3万/月,10-30
高级前端开发工程师,浙江远东工业开发有限公司,杭州-萧山区,1.5-2万/月,10-30
前端开发,北京高阳金信信息技术有限公司,深圳-福田区,1-1.5万/月,10-30
全栈工程师,深圳华云信息系统有限公司,深圳-南山区,1.5-2.5万/月,10-30
中高级测试工程师,广州讯一佳信息科技有限公司,广州-天河区,1-1.5万/月,10-30
Java开发工程师,爱问医联科技（深圳）有限公司,深圳-南山区,1-1.5万/月,10-30
Java开发工程师,深圳前海橙色魔方信息技术有限公司,南京-雨花台区,1-1.5万/月,10-30
大数据老师,湖北惟楚教育科技发展有限公司,武汉-洪山区,0.8-1万/月,10-30
机器学习算法工程师,盛视科技股份有限公司,异地招聘,1-2万/月,10-30
00261-交付工程师,云从科技,广州-南沙区,1-1.5万/月,10-30
数据分析主管,深圳市勒朗国际贸易有限公司,深圳-龙华新区,0.8-1.5万/月,10-30
系统工程师,上海游驰网络技术有限公司,武汉-洪山区,6-8千/月,10-30
unity前端开发,成都宏佑科技有限公司,成都-高新区,1-2万/月,10-30
深度学习研究员/AI算法工程师,上海容智信息技术有限公司,上海-黄浦区,300元/天,10-30
数据挖掘工程师,上海极高信息技术有限公司,上海-浦东新区,0.8-1万/月,10-30
风控建模主管,深圳市海钜信达投资发展有限公司,深圳-福田区,1-1.5万/月,10-30
NLP算法工程师,上海酷师智能科技有限公司,上海-徐汇区,4-5万/月,10-30
算法工程师,怀光智能科技（武汉）有限公司,武汉-洪山区,0.8-1.2万/月,10-30
算法工程师,广州市易鸿智能装备有限公司,广州-番禺区,0.8-2万/月,10-30
数据分析师,泉州贝壳房地产经纪有限公司,泉州,4.5-6千/月,10-30
高级前端开发工程师（六险一金+双休）,南京焦点领动云计算技术有限公司,南京-浦口区,0.8-1万/月,10-30
制造IOT软件开发工程,唐山松下产业机器有限公司,唐山,4.5-6千/月,10-30
图像处理工程师,广东方纬科技有限公司,广州-番禺区,5-9千/月,10-30
前端开发工程师,四川省元通润达信息技术有限公司,成都-武侯区,0.6-1.2万/月,10-30
高级运维开发工程师,湖北盛天网络技术股份有限公司,武汉,1.2-2万/月,10-30
网易游戏运营审核（生存类游戏方向）,广州赛泽科技有限公司,广州-天河区,3.5-4.5千/月,10-30
网络安全研发工程师,上海焕兴网络科技有限公司,杭州-西湖区,0.8-1.5万/月,10-30
系统运维工程师,深圳市讯方技术股份有限公司,深圳,0.8-1.8万/月,10-30
高级测试工程师,深圳华南城网科技有限公司,深圳-龙岗区,1.5-2.5万/月,10-30
图像算法工程师,南京杰谱企业管理咨询有限公司,异地招聘,0.7-1.5万/月,10-30
高级PHP开发工程师,广东六维生活信息科技有限公司,广州-天河区,1-1.5万/月,10-30
小学老师,广州今甲智能科技有限公司,广州-番禺区,4.5-6千/月,10-30
数字后端自动布局布线工程师,美国芯源系统有限公司,成都-高新区,1-2万/月,10-30
软件测试工程师,深圳前海中电慧安科技有限公司,深圳-南山区,1.5-2万/月,10-30
软件测试工程师（长沙）,南京唯实科技有限公司,长沙-芙蓉区,0.6-1.2万/月,10-30
高级开发工程师,上海俊芮网络科技股份有限公司,上海-浦东新区,2-3万/月,10-30
Linux运维工程师,领益科技（深圳）有限公司,异地招聘,0.8-1.2万/月,10-30
项目经理,南昌维网数字传媒有限公司,南昌-青山湖区,6-8千/月,10-30
大数据开发,浙江中通文博服务有限公司,杭州,30-40万/年,10-30
运维研发工程师,湖南优美科技发展有限公司,长沙-天心区,0.8-1.5万/月,10-30
软件工程师,欧拓飞科技（珠海）有限公司,异地招聘,1-2万/月,10-30
高级PHP,福建中车新能源汽车租赁有限责任公司,福州-台江区,1-1.5万/月,10-30
产品运维助理,浙江商安信息科技有限公司,宁波-鄞州区,4-8千/月,10-30
Java高级开发工程师,浦江智谷商务园,上海-闵行区,1.5-2万/月,10-30
技术支持经理,深圳市安般科技有限公司,深圳-福田区,1-2万/月,10-30
测试工程师,论答-Learnta,上海-静安区,1.5-2.5万/月,10-30
技术员,温州铭诚网络科技有限公司长沙分公司,长沙-开福区,3-3.5千/月,10-30
高级数据分析师,北京汇通金财信息科技有限公司,北京-西城区,2.5-5万/月,10-30
大数据分析师,上海鸿研物流技术有限公司,上海-徐汇区,2-2.5万/月,10-30
测试主管,广州明动软件股份有限公司,广州-天河区,1.2-1.7万/月,10-30
运维工程师,安诺优达基因科技（北京）有限公司,义乌,0.8-1.2万/月,10-30
统计分析师,上海弈格思商务信息咨询有限公司,上海-杨浦区,1-1.2万/月,10-30
测试工程师,安徽创世科技股份有限公司,合肥-高新区,8-10万/年,10-30
Linux系统架构工程师,左尚明舍家居用品（上海）有限公司,上海,6-8千/月,10-30
ITBP,上海倍通数据集团,上海-黄浦区,2-2.5万/月,10-30
SEN002 软件工程师,宁波琻捷电子科技有限公司上海分公司,上海-浦东新区,18-25万/年,10-30
电气工程师,广州广日电梯工业有限公司,广州,5.5-6.5千/月,10-30
测试主管/经理,深圳市赛菲姆科技有限公司,深圳-龙华新区,1.5-2.5万/月,10-30
软件测试工程师（应届生）,深圳市潮流网络技术有限公司,深圳-南山区,5.5-7.5千/月,10-30
高级测试工程师,北京悦琦医疗科技有限公司,北京-大兴区,1-2万/月,10-30
数据库开发工程师,研华科技（中国）有限公司,昆山,0.4-1万/月,10-30
神经网络开发工程师,上海青研科技有限公司,上海,1-1.5万/月,10-30
软件研发工程师,深圳市天据信息技术有限公司,深圳-南山区,0.8-1万/月,10-30
算法工程师(4202),完美重庆,重庆,1-2万/月,10-30
软件开发工程师,ANSYS China,异地招聘,19.9-20万/年,10-30
搬运机器人系统集成经理,上海安吉四维信息技术有限公司,上海-徐汇区,2-3万/月,10-30
车机软件测试工程师,钛马信息网络技术有限公司,上海-徐汇区,0.8-1.3万/月,10-30
信贷风险主管,高信隆,北京-朝阳区,0.8-1.2万/月,10-30
运维工程师,广州海际宠物贸易有限公司,广州-番禺区,0.8-1.2万/月,10-30
大数据开发工程师,四川科瑞软件有限责任公司,成都-武侯区,1.5-2.5万/月,10-30
PHP开发工程师,鸿合科技股份有限公司,北京,0.5-1万/月,10-30
Mysql DBA,深圳市点购电子商务有限公司广州分...,广州,1.5-2.5万/月,10-30
科学家（生物信息方向）,华夏源（上海）细胞基因工程股份有...,上海-闵行区,1.5-1.8万/月,10-30
数据分析师（数据建模类）,芒果超媒股份有限公司,长沙,0.8-1.5万/月,10-30
嵌入式开发工程师,成都盯盯科技有限公司,成都-高新区,0.6-1万/月,10-30
研发电子工程师（嵌入式软件）,上海璐柯宏(罗格朗)电子有限公司,上海-闵行区,0.5-2万/月,10-30
NLP算法工程师,厦门市美亚柏科信息股份有限公司,西安-高新技术...,0.8-1.5万/月,10-30
催收模型,360金融,上海-浦东新区,1.4-2.8万/月,10-30
高级数据分析师,爱肤宝（上海）信息科技有限公司,上海-黄浦区,1.5-2万/月,10-30
项目助理,上海阙天商务信息咨询有限公司,上海-闵行区,4.5-7千/月,10-30
人力资源运营分析/HR运营分析/HR Analyst,货车帮,成都-高新区,1.5-2万/月,10-30
配置管理工程师,上海紫灏信息技术有限公司,上海-长宁区,1.5-3.5万/月,10-30
数据挖掘工程师,明阳智慧能源集团股份公司,深圳-南山区,1-2万/月,10-30
软件测试工程师,杭州钛客网络科技有限公司,杭州-拱墅区,0.8-1万/月,10-30
系统运维工程师,杭州有盾网络科技有限公司,杭州-滨江区,0.8-1.5万/月,10-30
运维工程师,史蒂夫软件（深圳）有限公司,深圳-南山区,1-2万/月,10-30
Data scientist（A/B Testing）,广州瑞利联科信息技术有限公司,广州,3-4万/月,10-30
测试经理,深圳麦乐克传感技术有限公司,深圳-龙岗区,1-1.5万/月,10-30
数据分析师,浙江尽翔资产管理有限公司,上海-静安区,1-1.5万/月,10-30
安全技术工程师,招联消费金融有限公司,深圳-南山区,30-40万/年,10-30
大数据架构师,武汉掌游科技有限公司,武汉-洪山区,1.5-2.5万/月,10-30
ERP工程师,武汉乐申士电子商务有限公司,武汉-洪山区,4.5-6千/月,10-30
平台高级系统架构师,之江实验室,杭州-余杭区,,10-30
业务运维工程师（中级）,广州多贝网络科技有限公司,广州-天河区,0.8-1.5万/月,10-30
算法工程师,上海商桥供应链服务有限公司,上海-青浦区,1.5-2.5万/月,10-30
Java开发工程师（数据方向）,泰为信息科技（上海）有限公司,上海,2-2.5万/月,10-30
大数据开发工程师,北京居然之家家居连锁集团,上海-浦东新区,1.5-3万/月,10-30
嵌入式软件工程师,杭州微秦科技有限公司,杭州-江干区,0.6-1.5万/月,10-30
服务器主程,成都思耐科技有限公司,成都-高新区,1.5-3万/月,10-30
测试工程师,厦门帝网信息科技有限公司,北京-朝阳区,1-1.5万/月,10-30
知识图谱网站架构后端工程师-B02,鹏城实验室,深圳-南山区,,10-30
数据库工程师,雅布力零售集团有限公司,杭州-滨江区,1.2-2.2万/月,10-30
硬件工程师,先健科技（深圳）有限公司,深圳,1-1.5万/月,10-30
算法实习生,北京蜜莱坞网络科技有限公司,北京-朝阳区,4.5-6千/月,10-30
大数据运维工程师,北京盛世全景科技股份有限公司,北京,0.8-1.4万/月,10-30
IT运维工程师,博纳德集团,佛山-顺德区,0.8-1.5万/月,10-30
算法工程师,重庆医盟健康管理有限公司,重庆-渝北区,6-8千/月,10-30
软件测试实习生,成都云鼎丝路信息技术有限公司,成都-高新区,1.5-2千/月,10-30
Linux运维工程师,特斯联(上海)科技有限公司,上海-徐汇区,1-1.5万/月,10-30
风控部-评分卡经理/数据建模专家,上海中新控股集团有限公司,上海-静安区,2-4万/月,10-30
测试工程师,南京君合创胜数据科技有限责任公司,南京-江宁区,0.8-1.6万/月,10-30
Revit二次开发工程师,北京国道通公路设计研究院股份有限...,北京-海淀区,6-8千/月,10-30
开发工程师,北京海量数据技术股份有限公司,上海-浦东新区,1.5-1.9万/月,10-30
PHP开发工程师,福建信好车融资租赁有限公司,福州-台江区,1-1.5万/月,10-30
中级测试工程师,苏州朗拓软件有限公司南京分公司,南京-玄武区,0.8-1.5万/月,10-30
测试工程师,深圳市前海九通金融控股有限公司,深圳-龙岗区,1-1.5万/月,10-30
云平台实施工程师,深圳市中易科技有限责任公司,异地招聘,1.5-3万/月,10-30
